	-0.11	9.80	-6.81	-5.44	-5.00	3449.50
-0.15	0.29	9.74	0.00	0.06	0.00	3473.64
-0.12	0.29	9.77	0.00	0.06	0.00	3473.64
-0.14	0.30	9.79	-0.06	-0.06	-0.06	3473.65
-0.14	0.30	9.79	-0.06	-0.06	-0.06	3473.65
-0.13	0.29	9.72	0.12	0.12	0.06	3473.66
-0.13	0.29	9.72	0.00	0.12	-0.06	3473.67
-0.15	0.31	9.72	0.00	0.12	-0.06	3473.67
-0.15	0.29	9.78	0.06	-0.06	0.00	3473.68
-0.15	0.29	9.78	0.06	-0.06	0.00	3473.68
-0.12	0.28	9.76	0.00	0.00	0.06	3473.69
-0.12	0.28	9.76	0.00	0.00	0.06	3473.69
-0.12	0.29	9.82	0.06	0.06	0.00	3473.70
-0.12	0.29	9.82	-0.12	0.00	0.06	3473.70
-0.16	0.27	9.73	-0.12	0.00	0.06	3473.71
-0.15	0.29	9.77	-0.12	0.00	0.00	3473.72
-0.15	0.29	9.77	-0.12	0.00	0.00	3473.72
-0.15	0.27	9.79	0.06	-0.12	0.00	3473.73
-0.15	0.27	9.79	0.06	-0.12	0.00	3473.73
-0.12	0.30	9.78	-0.06	0.12	-0.12	3473.74
-0.12	0.30	9.78	0.06	-0.06	-0.06	3473.74
-0.16	0.30	9.81	0.06	-0.06	-0.06	3473.75
-0.13	0.28	9.71	0.00	-0.06	0.12	3473.76
-0.13	0.28	9.71	0.00	-0.06	0.12	3473.76
-0.15	0.28	9.72	0.06	0.12	-0.12	3473.77
-0.15	0.28	9.72	0.06	0.12	-0.12	3473.77
-0.14	0.29	9.77	0.12	0.06	0.00	3473.78
-0.14	0.29	9.77	-0.06	-0.12	-0.06	3473.78
-0.15	0.29	9.79	-0.06	-0.12	-0.06	3473.79
-0.15	0.29	9.79	0.00	0.00	0.12	3473.80
-0.16	0.28	9.77	0.00	0.00	0.12	3473.80
-0.13	0.31	9.68	-0.19	-0.19	-0.06	3473.81
-0.13	0.31	9.68	-0.19	-0.19	-0.06	3473.81
-0.15	0.27	9.71	0.00	0.06	0.12	3473.82
-0.15	0.27	9.71	-0.06	-0.06	0.06	3473.83
-0.14	0.27	9.79	-0.06	-0.06	0.06	3473.83
-0.14	0.27	9.79	-0.12	0.12	0.06	3473.84
-0.15	0.28	9.82	-0.12	0.12	0.06	3473.84
-0.16	0.28	9.78	-0.12	0.12	0.06	3473.85
-0.16	0.28	9.78	-0.12	0.12	0.06	3473.85
-0.15	0.30	9.70	0.06	0.06	0.06	3473.86
-0.15	0.30	9.70	-0.06	0.06	-0.12	3473.87
-0.15	0.28	9.71	-0.06	0.06	-0.12	3473.87
-0.13	0.27	9.79	-0.06	-0.06	-0.06	3473.88
-0.13	0.27	9.79	-0.06	-0.06	-0.06	3473.88
-0.13	0.29	9.77	-0.06	0.06	0.12	3473.89
-0.13	0.29	9.77	-0.06	0.06	0.12	3473.89
-0.15	0.27	9.80	-0.06	0.06	-0.06	3473.90
-0.15	0.27	9.80	-0.06	0.06	-0.06	3473.91
-0.14	0.28	9.73	0.00	0.06	0.06	3473.91
-0.14	0.29	9.78	-0.12	-0.12	0.12	3473.92
-0.14	0.29	9.78	-0.12	-0.12	0.12	3473.92
-0.13	0.31	9.77	-0.19	-0.06	0.06	3473.93
-0.13	0.31	9.77	-0.19	-0.06	0.06	3473.93
-0.14	0.27	9.77	-0.06	0.06	-0.12	3473.94
-0.14	0.27	9.77	-0.06	0.06	-0.12	3473.95
-0.13	0.31	9.73	0.06	0.00	0.06	3473.95
-0.13	0.31	9.73	0.12	0.25	-0.06	3473.96
-0.14	0.27	9.70	0.12	0.25	-0.06	3473.96
-0.15	0.30	9.75	-0.19	0.12	-0.06	3473.97
-0.15	0.30	9.75	-0.19	0.12	-0.06	3473.98
-0.13	0.30	9.75	-0.06	0.19	-0.12	3473.98
-0.13	0.30	9.75	0.00	-0.06	-0.06	3473.99
-0.13	0.29	9.82	0.00	-0.06	-0.06	3473.99
-0.13	0.29	9.82	0.00	0.12	0.06	3474.00
-0.13	0.29	9.76	0.00	0.12	0.06	3474.00
-0.12	0.28	9.70	-0.06	0.00	0.00	3474.01
-0.12	0.28	9.70	-0.06	0.00	0.00	3474.02
-0.15	0.27	9.71	0.06	-0.06	0.12	3474.02
-0.15	0.27	9.71	0.19	0.06	-0.12	3474.03
-0.13	0.29	9.80	0.19	0.06	-0.12	3474.03
-0.13	0.29	9.80	0.00	0.12	0.06	3474.04
-0.13	0.27	9.82	0.00	0.12	0.06	3474.04
-0.13	0.29	9.79	-0.06	0.00	0.12	3474.05
-0.13	0.29	9.79	-0.06	0.00	0.12	3474.06
-0.15	0.28	9.69	-0.06	-0.12	-0.06	3474.06
-0.15	0.28	9.69	0.00	-0.19	0.00	3474.07
-0.12	0.32	9.76	0.00	-0.19	0.00	3474.07
-0.15	0.29	9.77	0.00	-0.12	0.00	3474.08
-0.15	0.29	9.77	0.00	-0.12	0.00	3474.08
-0.15	0.29	9.77	0.19	0.12	-0.06	3474.09
-0.16	0.29	9.77	0.19	0.12	-0.06	3474.09
-0.13	0.32	9.77	0.12	-0.06	0.06	3474.10
-0.13	0.32	9.77	0.12	-0.06	0.06	3474.11
-0.14	0.26	9.70	0.06	0.00	-0.12	3474.11
-0.14	0.26	9.70	0.06	0.19	-0.12	3474.12
-0.14	0.27	9.75	0.06	0.19	-0.12	3474.12
-0.15	0.30	9.81	-0.06	0.12	0.00	3474.13
-0.15	0.30	9.81	-0.06	0.12	0.00	3474.13
-0.12	0.29	9.77	-0.06	0.19	0.06	3474.14
-0.12	0.29	9.77	-0.06	0.19	0.06	3474.15
-0.12	0.30	9.76	0.00	-0.06	0.06	3474.15
-0.12	0.30	9.76	0.12	0.00	-0.06	3474.16
-0.17	0.27	9.71	0.12	0.00	-0.06	3474.16
-0.13	0.28	9.75	0.00	0.19	0.06	3474.17
-0.13	0.28	9.75	0.00	0.19	0.06	3474.18
-0.15	0.28	9.74	0.06	0.19	0.06	3474.18
-0.15	0.28	9.74	0.06	0.19	0.06	3474.19
-0.13	0.30	9.81	-0.06	0.00	0.12	3474.19
-0.13	0.30	9.81	-0.06	0.00	0.12	3474.20
-0.13	0.30	9.77	0.06	0.12	-0.12	3474.20
-0.13	0.30	9.77	0.12	0.25	0.00	3474.21
-0.12	0.29	9.70	0.12	0.25	0.00	3474.21
-0.15	0.28	9.72	0.06	-0.06	-0.06	3474.22
-0.15	0.28	9.72	0.06	-0.06	-0.06	3474.23
-0.13	0.27	9.79	0.06	0.12	0.00	3474.23
-0.13	0.27	9.79	0.06	0.12	0.00	3474.24
-0.12	0.28	9.79	0.06	0.12	-0.12	3474.24
-0.12	0.28	9.79	-0.06	0.00	-0.06	3474.25
-0.14	0.28	9.82	-0.06	0.00	-0.06	3474.25
-0.15	0.26	9.70	0.06	0.12	0.00	3474.26
-0.15	0.26	9.70	0.06	0.12	0.00	3474.27
-0.16	0.31	9.76	0.00	0.06	0.00	3474.27
-0.16	0.31	9.76	0.06	0.00	0.12	3474.28
-0.14	0.28	9.75	0.06	0.00	0.12	3474.28
-0.14	0.28	9.75	-0.06	-0.12	-0.06	3474.29
-0.13	0.30	9.81	-0.06	-0.12	-0.06	3474.29
-0.17	0.28	9.78	0.12	0.12	0.06	3474.30
-0.17	0.28	9.78	0.12	0.12	0.06	3474.31
-0.14	0.31	9.69	-0.12	0.00	0.06	3474.31
-0.14	0.31	9.69	-0.12	0.00	0.06	3474.32
-0.15	0.27	9.74	0.19	0.06	0.00	3474.32
-0.15	0.27	9.74	0.19	0.00	-0.06	3474.33
-0.12	0.29	9.79	0.19	0.00	-0.06	3474.33
-0.12	0.29	9.79	0.00	-0.06	0.00	3474.34
-0.12	0.29	9.76	0.00	-0.06	0.00	3474.34
-0.12	0.28	9.74	0.06	0.06	0.06	3474.35
-0.12	0.28	9.74	0.06	0.06	0.06	3474.36
-0.15	0.28	9.68	0.06	0.00	-0.12	3474.36
-0.15	0.28	9.68	-0.06	0.00	0.12	3474.37
-0.11	0.29	9.73	-0.06	0.00	0.12	3474.37
-0.14	0.28	9.77	-0.06	-0.12	0.12	3474.38
-0.14	0.28	9.77	-0.06	-0.12	0.12	3474.38
-0.15	0.28	9.82	0.06	-0.12	-0.06	3474.39
-0.15	0.28	9.82	0.06	-0.12	-0.06	3474.40
-0.12	0.30	9.81	0.00	-0.06	0.06	3474.40
-0.12	0.30	9.81	0.00	-0.06	0.06	3474.41
-0.11	0.28	9.68	0.12	-0.06	0.06	3474.41
-0.11	0.28	9.68	0.06	-0.06	0.00	3474.42
-0.17	0.26	9.71	0.06	-0.06	0.00	3474.43
-0.10	0.32	9.77	0.06	0.12	0.00	3474.43
-0.10	0.32	9.77	0.06	0.12	0.00	3474.44
-0.15	0.31	9.79	0.06	0.00	0.00	3474.44
-0.15	0.31	9.79	0.06	0.00	0.00	3474.45
-0.13	0.27	9.80	0.00	-0.06	-0.06	3474.45
-0.13	0.27	9.80	-0.06	0.06	0.06	3474.46
-0.14	0.29	9.70	-0.06	0.06	0.06	3474.47
-0.14	0.27	9.77	-0.12	0.00	0.12	3474.47
-0.14	0.27	9.77	-0.12	0.00	0.12	3474.48
-0.14	0.31	9.78	-0.06	0.00	0.06	3474.48
-0.14	0.31	9.78	-0.06	0.00	0.06	3474.49
-0.13	0.28	9.79	-0.06	-0.12	-0.06	3474.49
-0.13	0.28	9.79	0.19	0.12	0.00	3474.50
-0.11	0.29	9.76	0.19	0.12	0.00	3474.51
-0.13	0.27	9.70	0.00	0.25	0.06	3474.51
-0.13	0.27	9.70	0.00	0.25	0.06	3474.52
-0.14	0.28	9.71	0.00	0.00	0.06	3474.52
-0.14	0.28	9.71	-0.12	0.00	0.00	3474.53
-0.13	0.27	9.77	-0.12	0.00	0.00	3474.53
-0.13	0.27	9.77	0.06	-0.12	0.06	3474.54
-0.11	0.29	9.79	0.06	-0.12	0.06	3474.55
-0.13	0.27	9.74	0.00	0.19	0.00	3474.55
-0.13	0.27	9.74	0.00	0.19	0.00	3474.56
-0.15	0.27	9.71	0.00	-0.06	0.12	3474.56
-0.15	0.27	9.71	0.00	-0.06	0.12	3474.57
-0.13	0.30	9.71	0.06	0.12	-0.06	3474.58
-0.13	0.30	9.71	-0.06	0.06	0.06	3474.58
-0.12	0.27	9.81	-0.06	0.06	0.06	3474.58
-0.12	0.27	9.81	-0.06	-0.06	0.00	3474.59
-0.14	0.28	9.80	-0.06	-0.06	0.00	3474.60
-0.15	0.28	9.81	0.12	0.25	-0.12	3474.60
-0.15	0.28	9.81	0.12	0.25	-0.12	3474.61
-0.15	0.29	9.71	0.00	0.19	0.00	3474.61
-0.15	0.29	9.71	0.00	0.00	0.00	3474.62
-0.13	0.26	9.77	0.00	0.00	0.00	3474.63
-0.15	0.30	9.77	-0.06	0.00	0.06	3474.63
-0.15	0.30	9.77	-0.06	0.00	0.06	3474.64
-0.14	0.29	9.82	0.06	0.00	-0.12	3474.64
-0.14	0.29	9.82	0.06	0.00	-0.12	3474.65
-0.11	0.31	9.80	0.00	0.00	0.00	3474.65
-0.11	0.31	9.80	0.00	0.00	0.00	3474.66
-0.14	0.29	9.72	0.12	0.06	0.06	3474.66
-0.14	0.29	9.72	0.00	0.12	0.06	3474.67
-0.17	0.27	9.75	0.00	0.12	0.06	3474.68
-0.16	0.25	9.79	0.37	0.44	0.50	3474.68
-0.16	0.25	9.79	0.37	0.44	0.50	3474.69
-0.28	-0.30	9.87	4.00	0.06	2.81	3474.69
-0.28	-0.30	9.87	4.00	0.06	2.81	3474.70
-0.29	-0.76	10.02	7.38	-0.69	6.06	3474.70
-0.29	-0.76	10.02	7.38	-0.69	6.06	3474.71
0.00	0.81	9.38	16.12	-1.37	13.88	3474.71
0.00	0.81	9.38	16.12	-1.37	13.88	3474.72
-0.12	-0.09	9.86	19.37	-2.13	17.62	3474.72
-0.12	-0.09	9.86	22.50	-2.38	21.56	3474.73
0.34	0.36	9.69	22.50	-2.38	21.56	3474.74
0.34	0.36	9.69	25.81	-2.25	26.62	3474.74
-0.11	0.28	9.87	25.81	-2.25	26.62	3474.75
-0.11	0.28	9.87	30.81	-0.94	32.00	3474.75
0.58	0.35	9.51	30.81	-0.94	32.00	3474.76
-0.61	0.33	10.00	30.81	-0.06	35.25	3474.76
-0.61	0.33	10.00	30.81	-0.06	35.25	3474.77
0.32	0.41	9.57	31.69	1.00	37.63	3474.78
0.32	0.41	9.57	30.56	-1.25	38.38	3474.78
0.47	0.27	9.68	30.56	-1.25	38.38	3474.79
0.47	0.27	9.68	35.06	-1.44	42.44	3474.79
-0.15	0.32	10.00	35.06	-1.44	42.44	3474.80
-0.15	0.32	10.00	45.88	-0.19	45.88	3474.80
0.42	0.28	9.80	45.88	-0.19	45.88	3474.81
-0.57	0.84	9.45	50.75	0.81	50.06	3474.81
-0.57	0.84	9.45	50.75	0.81	50.06	3474.82
0.32	1.70	9.26	49.38	-1.75	55.13	3474.83
0.32	1.70	9.26	42.75	-5.00	53.38	3474.83
-0.22	1.88	9.67	42.75	-5.00	53.38	3474.84
-0.22	1.88	9.67	33.25	-6.69	45.38	3474.84
-0.06	1.23	9.95	33.25	-6.69	45.38	3474.85
-0.06	1.23	9.95	24.81	-6.06	37.44	3474.85
-0.52	2.07	9.77	24.81	-6.06	37.44	3474.86
-0.15	1.41	9.87	17.81	-6.00	30.62	3474.86
-0.15	1.41	9.87	17.81	-6.00	30.62	3474.87
-1.09	1.68	9.83	12.63	-5.56	24.62	3474.88
-1.09	1.68	9.83	11.38	-4.25	20.12	3474.88
0.14	0.96	9.94	11.38	-4.25	20.12	3474.89
0.14	0.96	9.94	8.50	-2.75	15.38	3474.89
-0.38	1.98	9.69	8.50	-2.75	15.38	3474.90
-0.38	1.98	9.69	5.31	-2.19	10.50	3474.90
0.02	1.36	9.74	5.31	-2.19	10.50	3474.91
-0.33	1.72	9.76	3.19	-1.75	7.63	3474.91
-0.33	1.72	9.76	3.19	-1.75	7.63	3474.92
0.07	0.93	9.75	1.69	-0.94	5.00	3474.92
0.07	0.93	9.75	1.69	-0.94	5.00	3474.93
-0.19	1.54	9.64	0.25	-0.37	3.38	3474.93
-0.19	1.54	9.64	0.25	-0.37	3.38	3474.94
-0.07	1.28	9.72	-0.44	-0.25	1.81	3474.95
-0.07	1.28	9.72	-0.44	-0.25	1.81	3474.95
-0.05	1.17	9.73	-0.50	-0.06	1.37	3474.96
-0.05	1.17	9.73	-0.19	-0.06	1.00	3474.96
0.14	1.22	9.63	-0.19	-0.06	1.00	3474.97
-0.09	1.30	9.64	-0.19	-0.12	0.31	3474.97
-0.09	1.30	9.64	-0.19	-0.12	0.31	3474.98
0.09	1.38	9.71	-0.19	-0.25	0.00	3474.98
0.09	1.38	9.71	-0.19	-0.25	0.00	3474.99
0.00	1.06	9.71	-0.44	-0.06	-0.06	3475.00
0.00	1.06	9.71	-0.44	-0.06	-0.06	3475.00
-0.02	1.15	9.77	-0.37	0.00	-0.25	3475.01
-0.02	1.15	9.77	-0.25	0.12	-0.12	3475.01
-0.02	1.12	9.67	-0.25	0.12	-0.12	3475.02
-0.03	1.23	9.71	-0.12	0.06	-0.19	3475.02
-0.03	1.23	9.71	-0.12	0.06	-0.19	3475.03
0.11	1.18	9.71	-0.06	0.00	0.00	3475.04
0.11	1.18	9.71	0.00	0.06	-0.06	3475.04
-0.02	1.22	9.74	0.00	0.06	-0.06	3475.05
-0.02	1.22	9.74	-0.06	-0.06	0.06	3475.05
0.06	1.21	9.71	-0.06	-0.06	0.06	3475.06
0.00	1.18	9.62	-0.06	0.12	0.00	3475.06
0.00	1.18	9.62	-0.06	0.12	0.00	3475.07
0.00	1.13	9.71	0.00	0.06	-0.06	3475.08
0.00	1.13	9.71	0.00	0.06	-0.06	3475.08
0.06	1.28	9.70	0.06	0.00	-0.06	3475.09
0.06	1.28	9.70	0.00	0.06	-0.06	3475.09
-0.04	1.17	9.75	0.00	0.06	-0.06	3475.10
-0.04	1.17	9.75	0.12	0.12	0.00	3475.10
0.04	1.25	9.69	0.12	0.12	0.00	3475.11
-0.03	1.17	9.67	-0.06	-0.19	0.00	3475.11
-0.03	1.17	9.67	-0.06	-0.19	0.00	3475.12
0.00	1.18	9.69	0.00	0.31	-0.12	3475.13
0.00	1.18	9.69	0.00	0.31	-0.12	3475.13
-0.01	1.18	9.75	0.06	0.06	0.06	3475.14
-0.01	1.18	9.75	0.12	0.12	-0.19	3475.14
0.00	1.18	9.75	0.12	0.12	-0.19	3475.15
0.01	1.20	9.77	-0.06	-0.12	0.00	3475.15
0.01	1.20	9.77	-0.06	-0.12	0.00	3475.16
0.00	1.18	9.68	0.00	0.12	0.00	3475.17
0.00	1.18	9.68	0.00	0.12	0.00	3475.17
0.02	1.18	9.71	0.00	0.25	0.00	3475.18
0.02	1.18	9.71	0.19	0.00	0.06	3475.18
0.05	1.22	9.71	0.19	0.00	0.06	3475.19
0.05	1.22	9.71	-0.12	-0.19	0.06	3475.19
0.00	1.18	9.74	-0.12	-0.19	0.06	3475.20
0.00	1.18	9.75	0.06	0.12	0.06	3475.20
0.00	1.18	9.75	0.06	0.12	0.06	3475.21
0.01	1.18	9.65	0.06	0.12	0.00	3475.21
0.01	1.18	9.65	0.06	0.12	0.00	3475.22
0.00	1.20	9.70	-0.06	-0.06	-0.06	3475.23
0.00	1.20	9.70	-0.06	-0.06	-0.06	3475.23
0.00	1.18	9.73	0.12	0.06	0.06	3475.24
0.00	1.18	9.73	0.00	0.25	0.12	3475.24
0.04	1.23	9.71	0.00	0.25	0.12	3475.25
0.00	1.18	9.71	-0.06	0.06	0.00	3475.25
0.00	1.18	9.71	-0.06	0.06	0.00	3475.26
0.03	1.19	9.63	0.12	0.19	-0.06	3475.27
0.03	1.19	9.63	0.12	0.19	-0.06	3475.27
0.01	1.18	9.70	0.12	0.25	-0.06	3475.28
0.01	1.18	9.70	0.06	0.06	0.00	3475.28
0.00	1.21	9.73	0.06	0.06	0.00	3475.29
0.00	1.21	9.73	0.06	0.25	0.12	3475.29
0.00	1.19	9.73	0.06	0.25	0.12	3475.30
-0.01	1.20	9.75	0.06	-0.06	-0.12	3475.30
-0.01	1.20	9.75	0.06	-0.06	-0.12	3475.31
0.01	1.17	9.65	0.06	-0.19	0.06	3475.32
0.01	1.17	9.65	0.06	-0.19	0.06	3475.32
0.02	1.19	9.68	0.00	-0.06	0.00	3475.33
0.02	1.19	9.68	-0.06	-0.06	0.00	3475.33
0.02	1.20	9.74	-0.06	-0.06	0.00	3475.34
0.02	1.20	9.74	0.06	0.06	0.06	3475.34
0.02	1.20	9.76	0.06	0.06	0.06	3475.35
0.01	1.16	9.75	0.00	0.06	0.19	3475.35
0.01	1.16	9.75	0.00	0.06	0.19	3475.36
0.03	1.22	9.66	0.00	0.00	0.00	3475.37
0.03	1.22	9.66	0.00	0.00	0.00	3475.37
0.00	1.22	9.71	0.19	0.06	0.12	3475.38
0.00	1.22	9.71	0.12	0.12	-0.06	3475.38
0.01	1.18	9.72	0.12	0.12	-0.06	3475.39
0.01	1.18	9.72	0.00	0.06	0.00	3475.39
0.01	1.18	9.74	0.00	0.06	0.00	3475.40
0.00	1.18	9.78	0.12	0.00	0.00	3475.40
0.00	1.18	9.78	0.12	0.00	0.00	3475.41
0.00	1.20	9.66	0.06	0.06	0.06	3475.42
0.00	1.20	9.66	0.06	0.06	0.06	3475.42
0.01	1.19	9.70	0.00	-0.12	-0.06	3475.43
0.01	1.19	9.70	0.00	-0.12	-0.06	3475.43
0.01	1.17	9.70	0.06	0.12	0.00	3475.44
0.01	1.17	9.70	0.06	-0.25	0.06	3475.44
0.01	1.17	9.76	0.06	-0.25	0.06	3475.45
0.00	1.18	9.72	0.19	0.00	0.00	3475.46
0.00	1.18	9.72	0.19	0.00	0.00	3475.46
0.00	1.19	9.64	0.12	0.06	0.00	3475.47
0.00	1.19	9.64	0.12	0.06	0.00	3475.47
0.02	1.18	9.67	0.06	0.06	-0.06	3475.48
0.02	1.18	9.67	0.06	0.19	-0.06	3475.48
0.00	1.18	9.73	0.06	0.19	-0.06	3475.49
0.00	1.18	9.73	0.00	0.12	0.00	3475.49
0.03	1.19	9.75	0.00	0.12	0.00	3475.50
0.03	1.19	9.75	0.12	0.00	0.00	3475.51
0.01	1.18	9.76	0.12	0.00	0.00	3475.51
0.01	1.18	9.65	-0.19	0.00	0.00	3475.52
0.01	1.18	9.65	-0.19	0.00	0.00	3475.52
0.02	1.21	9.71	-0.06	0.00	0.06	3475.53
0.02	1.21	9.71	-0.06	0.00	0.06	3475.53
0.00	1.18	9.71	0.06	-0.19	0.00	3475.54
0.00	1.18	9.71	0.06	0.06	0.00	3475.54
0.01	1.20	9.73	0.06	0.06	0.00	3475.55
0.00	1.19	9.72	0.00	0.19	-0.12	3475.56
0.00	1.19	9.72	0.00	0.19	-0.12	3475.56
0.00	1.20	9.66	-0.06	-0.19	0.00	3475.57
0.00	1.20	9.66	-0.06	-0.19	0.00	3475.57
0.01	1.20	9.70	-0.06	-0.12	0.06	3475.58
0.01	1.20	9.70	-0.06	0.06	0.00	3475.58
0.01	1.18	9.73	-0.06	0.06	0.00	3475.59
0.01	1.18	9.73	0.00	0.19	0.06	3475.60
0.00	1.19	9.76	0.00	0.19	0.06	3475.60
0.01	1.18	9.69	0.06	0.00	0.19	3475.61
0.01	1.18	9.69	0.06	0.00	0.19	3475.61
0.01	1.20	9.64	-0.12	-0.06	0.12	3475.62
0.01	1.20	9.64	-0.12	-0.06	0.12	3475.62
0.02	1.18	9.70	0.12	0.00	-0.06	3475.63
0.02	1.18	9.70	0.12	-0.06	-0.19	3475.64
0.00	1.18	9.74	0.12	-0.06	-0.19	3475.64
0.00	1.18	9.74	-0.06	0.00	0.00	3475.65
0.00	1.17	9.75	-0.06	0.00	0.00	3475.65
0.02	1.19	9.74	-0.06	0.19	0.06	3475.66
0.02	1.19	9.74	-0.06	0.19	0.06	3475.66
0.03	1.18	9.64	0.00	0.12	0.06	3475.67
0.03	1.18	9.64	0.00	0.12	0.06	3475.67
0.00	1.18	9.68	0.06	0.12	-0.12	3475.68
0.00	1.18	9.68	-0.06	0.12	-0.12	3475.69
0.02	1.18	9.75	-0.06	0.12	-0.12	3475.69
0.02	1.18	9.75	0.06	-0.06	-0.06	3475.70
0.02	1.20	9.76	0.06	-0.06	-0.06	3475.70
0.01	1.19	9.73	0.06	0.12	0.00	3475.71
0.01	1.19	9.73	0.06	0.12	0.00	3475.71
0.00	1.18	9.64	0.00	0.06	-0.06	3475.72
0.00	1.18	9.64	0.00	0.06	-0.06	3475.72
0.02	1.19	9.70	0.06	0.19	0.00	3475.73
0.02	1.19	9.70	0.00	0.00	-0.06	3475.74
0.01	1.21	9.73	0.00	0.00	-0.06	3475.74
0.01	1.21	9.73	0.06	0.06	0.19	3475.75
0.01	1.18	9.75	0.06	0.06	0.19	3475.75
0.00	1.20	9.77	-0.12	0.06	0.12	3475.76
0.00	1.20	9.77	-0.12	0.06	0.12	3475.76
0.00	1.19	9.64	0.12	0.12	0.06	3475.77
0.00	1.19	9.64	0.12	0.12	0.06	3475.77
0.00	1.19	9.71	-0.06	0.12	0.06	3475.78
0.00	1.19	9.71	0.12	0.19	-0.12	3475.79
0.01	1.19	9.75	0.12	0.19	-0.12	3475.79
0.01	1.19	9.75	0.06	0.19	0.00	3475.80
0.02	1.20	9.75	0.06	0.19	0.00	3475.80
0.00	1.19	9.69	0.19	0.19	-0.06	3475.81
0.00	1.19	9.69	0.19	0.19	-0.06	3475.81
0.02	1.18	9.65	0.06	0.12	-0.06	3475.82
0.02	1.18	9.65	0.06	0.12	-0.06	3475.82
0.00	1.19	9.71	0.06	-0.06	0.12	3475.83
0.00	1.19	9.71	0.00	0.00	-0.19	3475.84
0.01	1.19	9.74	0.00	0.00	-0.19	3475.84
0.01	1.19	9.74	-0.12	0.06	-0.12	3475.85
0.01	1.18	9.75	-0.12	0.06	-0.12	3475.85
0.01	1.18	9.76	-0.44	0.00	-0.19	3475.86
0.01	1.18	9.76	-0.44	0.00	-0.19	3475.86
0.01	1.19	9.61	-0.25	0.00	-0.31	3475.87
0.01	1.19	9.61	-0.25	0.00	-0.31	3475.88
0.03	1.19	9.67	-0.12	0.12	0.00	3475.88
0.03	1.19	9.67	-0.06	0.00	-0.06	3475.89
0.01	1.21	9.72	-0.06	0.00	-0.06	3475.89
0.01	1.21	9.72	0.12	0.12	-0.19	3475.90
0.02	1.19	9.76	0.12	0.12	-0.19	3475.90
0.01	1.18	9.74	0.06	-0.06	-0.06	3475.91
0.01	1.18	9.74	0.06	-0.06	-0.06	3475.91
0.00	1.18	9.67	0.06	0.25	-0.06	3475.92
0.00	1.18	9.67	0.06	0.25	-0.06	3475.93
0.00	1.18	9.70	0.12	0.06	0.00	3475.93
0.00	1.18	9.70	0.06	0.06	-0.06	3475.94
0.02	1.20	9.72	0.06	0.06	-0.06	3475.94
0.02	1.20	9.72	0.00	0.06	-0.06	3475.95
0.00	1.18	9.74	0.00	0.06	-0.06	3475.95
0.00	1.19	9.78	-0.06	0.06	-0.06	3475.96
0.00	1.19	9.78	-0.06	0.06	-0.06	3475.96
0.00	1.20	9.66	0.06	-0.06	-0.19	3475.97
0.00	1.20	9.66	0.06	-0.06	-0.19	3475.98
0.02	1.19	9.71	-0.06	0.00	0.19	3475.98
0.02	1.19	9.71	0.06	0.06	-0.06	3475.99
0.00	1.17	9.73	0.06	0.06	-0.06	3475.99
0.00	1.17	9.73	-0.06	0.06	0.06	3476.00
0.02	1.18	9.75	-0.06	0.06	0.06	3476.00
0.00	1.16	9.70	-0.06	0.06	0.06	3476.01
0.00	1.16	9.70	-0.06	0.06	0.06	3476.02
0.04	1.18	9.66	-0.06	0.00	0.06	3476.02
0.04	1.18	9.66	-0.06	0.00	0.06	3476.03
0.01	1.18	9.68	0.06	0.06	-0.06	3476.03
0.01	1.18	9.68	-0.12	0.06	-0.06	3476.04
0.00	1.17	9.72	-0.12	0.06	-0.06	3476.04
0.00	1.17	9.72	0.06	0.25	-0.12	3476.05
0.00	1.20	9.75	0.06	0.25	-0.12	3476.05
0.04	1.18	9.74	0.06	0.06	0.06	3476.06
0.04	1.18	9.74	0.06	0.06	0.06	3476.07
0.01	1.19	9.65	0.00	0.00	-0.12	3476.07
0.01	1.19	9.65	0.00	0.00	-0.12	3476.08
0.01	1.20	9.73	-0.06	0.06	-0.06	3476.08
0.01	1.20	9.73	0.00	0.12	0.00	3476.09
0.00	1.20	9.72	0.00	0.12	0.00	3476.09
0.00	1.20	9.72	0.00	0.00	-0.06	3476.10
0.00	1.16	9.74	0.00	0.00	-0.06	3476.10
0.00	1.19	9.77	-0.06	0.00	0.06	3476.11
0.00	1.19	9.77	-0.06	0.00	0.06	3476.12
0.00	1.19	9.65	0.19	0.12	-0.12	3476.12
0.00	1.19	9.65	0.19	0.12	-0.12	3476.13
0.01	1.19	9.71	0.12	0.06	0.00	3476.13
0.01	1.19	9.71	0.00	0.06	-0.06	3476.14
0.00	1.20	9.73	0.00	0.06	-0.06	3476.14
0.00	1.20	9.73	-0.06	0.06	0.06	3476.15
0.00	1.21	9.77	-0.06	0.06	0.06	3476.15
0.03	1.20	9.69	0.12	0.00	0.00	3476.16
0.03	1.20	9.69	0.12	0.00	0.00	3476.17
0.00	1.17	9.64	0.06	0.00	0.06	3476.17
0.00	1.17	9.64	0.06	0.00	0.06	3476.18
0.01	1.19	9.69	-0.06	0.00	0.00	3476.18
0.01	1.19	9.69	-0.06	-0.06	-0.06	3476.19
0.00	1.17	9.73	-0.06	-0.06	-0.06	3476.19
0.00	1.17	9.73	0.00	-0.12	0.06	3476.20
0.01	1.18	9.76	0.00	-0.12	0.06	3476.20
